"BasinID","Tree.ID","X.Ally","Y.Ally","Elevation.Ally","Total.Height.Ally","Height.To.Crown.Base.Ally","Max.Crown.Diameter.Ally","Min.Crown.Diameter.Ally","Crown.Rotation.Ally","R.Ally","G.Ally","B.Ally","DBH.Ally","Lean.Angle.From.Vertical.Ally","Lean.Azimuth.Ally","Status.Code.Ally","TopX.Ally","TopY.Ally","X.Bob","Y.Bob","Elevation.Bob","Total.Height.Bob","Height.To.Crown.Base.Bob","Max.Crown.Diameter.Bob","Min.Crown.Diameter.Bob","Crown.Rotation.Bob","R.Bob","G.Bob","B.Bob","DBH.Bob","Lean.Angle.From.Vertical.Bob","Lean.Azimuth.Bob","Status.Code.Bob","TopX.Bob","TopY.Bob","diffX","diffY","diffTopX","diffTopY","diff","diffTop","PlotID","Study","Year","Plot_Number","Plot_Name","Tag_Num","Species","DBH_cm","LiDAR_visible","Distance","Azimuth","Anomaly_Num","Anomaly1","Anomaly2","Anomaly3","Bear_damage_percent","Note","Xfield","Yfield","hanusHt","fvsHt","origdiffX.Ally","origdiffY.Ally","origdiff.Ally","origdiffX.Bob","origdiffY.Bob","origdiff.Bob","heightdiff","TopX","TopY","Distance_m","Xlidar","Ylidar","Elevation","Height_m","CBH_m","MinCrownDia_m","MaxCrownDia_m","rotation","R","G","B","DataFile.x","FileTitle","Total.return.count","Return.1.count","Return.2.count","Return.3.count","Return.4.count","Return.5.count","Return.6.count","Return.7.count","Return.8.count","Return.9.count","Other.return.count","Elev.minimum","Elev.maximum","Elev.mean","Elev.mode","Elev.stddev","Elev.variance","Elev.CV","Elev.IQ","Elev.skewness","Elev.kurtosis","Elev.AAD","Elev.MAD.median","Elev.MAD.mode","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.skewness","Elev.L.kurtosis","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Canopy.relief.ratio","Elev.SQRT.mean.SQ","Elev.CURT.mean.CUBE","Int.minimum","Int.maximum","Int.mean","Int.mode","Int.stddev","Int.variance","Int.CV","Int.IQ","Int.skewness","Int.kurtosis","Int.AAD","Int.L1","Int.L2","Int.L3","Int.L4","Int.L.CV","Int.L.skewness","Int.L.kurtosis","Int.P01","Int.P05","Int.P10","Int.P20","Int.P25","Int.P30","Int.P40","Int.P50","Int.P60","Int.P70","Int.P75","Int.P80","Int.P90","Int.P95","Int.P99","Profile.area","GridHighX","GridHighY","PolyArea","GridMaxHt","DataFile.y","Points","High.point.X","High.point.Y","High.point.elevation","GroundElev"
630,"10_47_TSHE",412551.682,5281465.2345,307.685885,33.606454,20.163872,5.209639,5.209639,0,244,120,50,0.497,0.264246,205.407718,0,412551.615499985,5281465.09449997,412551.641494,5281464.938669,-32767,33.753432,20.252059,5.209639,5.209639,0,244,120,50,0.497,0.356457,342.255328,0,412551.577493991,5281465.13866902,0.0405059999902733,0.295831000432372,0.0380059943418019,-0.0441690562292933,0.298591220319738,0.0582697274242428,10,"T3",2021,10,"10_B_Alt-2_Poly",47,"TSHE",49.7,"Y",12.1,337,0,0,NA,NA,NA,NA,412550.511553345,5281465.17730873,39.0792266969211,32.5602454351524,1.17044665495632,0.057191270403564,1.17184308399581,1.12994065496605,-0.238639730028808,1.15486570842385,0.146977999999997,412551.596496988,5281465.1165845,0.102734090483925,412551.556,5281465.211,0,33.476983,16.674948,5.19544784868306,5.19544784868306,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000630.lda","trees_Clip_0000630",3648,3411,237,0,0,0,0,0,0,0,0,0,3,1.120205,1,0.714719,0.510823,0.638025,0.957748,0.521115,2.44492,0.575278,0.452499,0.442993,1.120205,0.402901,0.049934,0.034571,0.359667,0.123938,0.085806,0.014481,0.07901,0.218018,0.500403,0.59951,0.679993,0.850812,1.023514,1.157214,1.356995,1.557259,1.84762,2.218311,2.349653,2.810193,0.373402,1.328737,1.490624,134,242,183.42818,183.714286,14.108273,199.043373,0.076914,19,0.271076,3.596171,11.023385,183.42818,7.778474,0.199685,1.171252,0.042406,0.025671,0.150576,153,159,166,172,172,178,178,185,185,191,191,191,198,210,223,38.834577,412551.5,5281465,21.2,32.94,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000630.lda",29900,412551.556,5281465.211,341.291992,307.815009
688,"10_8_TSHE",412539.217,5281447.5245,304.845526,33.581301,20.148781,4.01679,4.01679,0,244,120,50,0.343,0.403151,277.049825,0,412538.982499802,5281447.55350002,412538.834494,5281448.29217,-32767,33.392252,20.035351,4.01679,4.01679,0,244,120,50,0.343,0.825101,177.795112,0,412538.852994007,5281447.81166985,0.382505999994464,-0.767669999971986,0.129505795077421,-0.258169827982783,0.857687628970334,0.288831111619394,10,"T3",2021,10,"10_B_Alt-2_Poly",8,"TSHE",34.3,"Y",17.5,245,0,0,NA,NA,NA,NA,412539.379013727,5281446.64338042,30.6940334620451,25.1049403808222,-0.162013727007434,0.88111958000809,0.895890708743244,-0.544519727001898,1.64878957998008,1.73637807292798,0.189049000000004,412538.917746904,5281447.68258494,0.193898442268092,412538.778,5281447.817,0,33.421788,18.134554,6.78999292450738,6.78999292450738,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000688.lda","trees_Clip_0000688",3590,3474,116,0,0,0,0,0,0,0,0,0,3,0.874322,0,0.707399,0.500413,0.809082,1.02449,0.839247,3.082363,0.579397,0.510986,0.761993,0.874322,0.391489,0.075072,0.025934,0.447763,0.19176,0.066244,0.01001,0.042999,0.087006,0.190808,0.252014,0.332706,0.531207,0.761993,0.995398,1.161011,1.276505,1.487,1.851114,2.348106,2.811445,0.291441,1.124595,1.315701,140,249,183.050975,184.984127,17.171578,294.863102,0.093808,19,0.628829,3.301459,13.410573,183.050975,9.458388,1.177473,1.40944,0.051671,0.12449,0.149015,153,159,166,172,172,172,178,178,185,191,191,198,210,217,230,30.066646,412539,5281447.5,36.21,32.73,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000688.lda",59095,412538.778,5281447.817,338.425995,305.004207
832,"10_4_TSHE",412545.5855,5281439.5805,301.46976,33.781194,20.268717,4.412072,4.412072,0,244,120,50,0.39,2.01763,4.291555,0,412545.674500002,5281440.76650012,412545.753494,5281440.421169,-32767,33.701818,20.221092,4.412072,4.412072,0,244,120,50,0.39,0.646429,12.739276,0,412545.837339587,5281440.79203564,-0.167994000017643,-0.84066899958998,-0.162839584634639,-0.0255355201661587,0.85729012062052,0.164829588102798,10,"T3",2021,10,"10_B_Alt-2_Poly",4,"TSHE",39,"Y",16.7,222,0,0,NA,NA,NA,NA,412544.064918874,5281441.62868141,33.486372899811,27.5754492159716,1.52058112598024,-2.04818140994757,2.55092415581925,1.68857512599789,-1.20751241035759,2.07590273792063,0.0793759999999963,412545.755919795,5281440.77926788,0.284963662371248,412545.487,5281440.685,0,33.464443,15.363595,5.53366163140471,5.53366163140471,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000832.lda","trees_Clip_0000832",1811,1773,37,1,0,0,0,0,0,0,0,0,3,1.03362,1,0.755324,0.570514,0.730756,0.945496,0.89466,3.060462,0.584749,0.479004,0.537018,1.03362,0.413739,0.083948,0.050255,0.400281,0.202902,0.121465,0.01008,0.093994,0.18399,0.339996,0.425995,0.563995,0.77298,0.904999,1.026978,1.148987,1.37149,1.682983,2.27298,2.735992,2.921896,0.34454,1.280066,1.482419,121,242,183.734953,184.380952,16.843589,283.706507,0.091673,19,0.340187,3.414956,13.08391,183.734953,9.32846,0.554355,1.388426,0.050771,0.059426,0.148838,147,159,166,172,172,172,178,185,185,191,191,198,204,210,230,34.344318,412546,5281440.5,24.05,32.25,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000832.lda",36530,412545.487,5281440.685,335.230011,301.765568
839,"10_12_PSME",412544.458,5281465.606,307.667889,33.671568,20.20294,4.598661,4.598661,0,244,120,50,0.433,1.196531,14.411754,0,412544.633000009,5281466.28700002,412544.410494,5281466.206169,-32767,33.49254,20.095523,4.598661,4.598661,0,244,120,50,0.433,0.358598,52.364746,0,412544.576494173,5281466.33416913,0.0475059999735095,-0.600169000215828,0.0565058359061368,-0.0471691144630313,0.602046218203844,0.0736059430391175,10,"T3",2021,10,"10_B_Alt-2_Poly",12,"PSME",43.3,"Y",16.1,313,0,0,NA,NA,NA,NA,412543.464605404,5281465.0193736,33.2325555188787,28.7416307730709,0.993394595978316,0.586626399308443,1.15367385152153,0.945888596004806,1.18679539952427,1.51762596063191,0.179028000000002,412544.604747091,5281466.31058458,0.0368029775814832,412544.633,5281466.287,0,33.317483,19.095629,4.85596502957911,4.85596502957911,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000839.lda","trees_Clip_0000839",2332,2259,73,0,0,0,0,0,0,0,0,0,3,1.015986,1.095238,0.699015,0.488622,0.688016,0.976013,0.572122,2.620753,0.562065,0.487991,0.506752,1.015986,0.393623,0.049828,0.032399,0.38743,0.126589,0.082309,0.015609,0.076996,0.141998,0.315204,0.447998,0.570309,0.765991,0.983994,1.125,1.248993,1.424011,1.5776,2.125906,2.298004,2.736896,0.338662,1.233142,1.398078,134,236,177.10506,171.238095,16.20304,262.538507,0.091488,25,0.559488,2.98027,13.014098,177.10506,9.021021,1.084888,0.985404,0.050936,0.120262,0.109234,147,153,159,166,166,166,172,172,178,185,191,191,198,204,217,36.096713,412544.5,5281466,18.52,32.33,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000839.lda",24094,412544.633,5281466.287,341.332001,308.014518
882,"10_62_TSHE",412549.1265,5281459.6605,306.122039,33.098727,19.859236,4.823215,4.823215,0,244,120,50,0.443,0.387182,260.348166,0,412548.905999771,5281459.62299996,412549.058994,5281459.63417,-32767,33.169448,19.901668,4.823215,4.823215,0,244,120,50,0.443,0.238167,341.17082,0,412549.014494083,5281459.76466975,0.0675059999921359,0.0263299997895956,-0.108494312618859,-0.141669793985784,0.0724591534856595,0.178441436887885,10,"T3",2021,10,"10_B_Alt-2_Poly",62,"TSHE",44.3,"Y",9.3,304,0,0,NA,NA,NA,NA,412547.529350575,5281459.239694,36.375631896045,30.1450918700066,1.59714942501159,0.420806000009179,1.65165492021142,1.52964342501946,0.394476000219584,1.57968994503811,0.070721000000006,412548.960246927,5281459.69383486,0.0225217474564308,412548.974,5281459.676,0,32.899634,18.962378,5.4990398423234,5.4990398423234,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000882.lda","trees_Clip_0000882",2351,2268,83,0,0,0,0,0,0,0,0,0,3,0.8556,0.190476,0.62416,0.389575,0.7295,0.978027,0.698737,3.021432,0.523985,0.485992,0.594527,0.8556,0.34909,0.051873,0.014722,0.408006,0.148595,0.042171,0.013504,0.074509,0.144989,0.251007,0.303986,0.354004,0.529999,0.785004,1.001007,1.200012,1.282013,1.388,1.694,1.977005,2.789993,0.2852,1.058991,1.215473,134,242,182.853679,176.857143,14.860223,220.826241,0.081268,19,0.313888,3.817626,11.556721,182.853679,8.144014,0.219048,1.325261,0.044538,0.026897,0.162728,147,159,166,172,172,178,178,185,185,191,191,191,198,210,223,29.628918,412549,5281459.5,23.75,32.06,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000882.lda",33649,412548.974,5281459.676,339.220001,306.320367
931,"10_29_PSME",412568.7835,5281449.951,301.272138,32.5442,19.52652,4.142709,4.142709,0,244,120,50,0.368,0.822759,216.428509,0,412568.505999993,5281449.57499999,412568.608494,5281449.39567,-32767,32.674349,19.604609,4.142709,4.142709,0,244,120,50,0.368,0.485275,324.931653,0,412568.449493947,5281449.62217007,0.175006000034045,0.555329999886453,0.0565060454537161,-0.0471700876951218,0.582252959478786,0.0736067275864299,10,"T3",2021,10,"10_B_Alt-2_Poly",29,"PSME",36.8,"Y",12.7,110,0,0,NA,NA,NA,NA,412567.173496284,5281449.69554418,29.4901702986622,25.8919285973111,1.61000371602131,0.255455819889903,1.63014405544972,1.43499771598727,-0.29987417999655,1.46599555549029,0.130149000000003,412568.47774697,5281449.59858503,0.0368033598071965,412568.506,5281449.575,0,32.538536,14.965297,6.5426533985835,6.5426533985835,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000931.lda","trees_Clip_0000931",2318,2255,63,0,0,0,0,0,0,0,0,0.022003,3,1.420237,1.203748,0.617526,0.381338,0.434805,0.760017,0.175398,2.620429,0.48419,0.320984,0.335007,1.420237,0.346605,0.019222,0.046809,0.244047,0.055459,0.135051,0.172551,0.332559,0.589914,1.013403,1.082253,1.130005,1.227802,1.33902,1.438415,1.656714,1.84227,2.074811,2.305618,2.498314,2.778982,0.469522,1.548627,1.654634,134,242,183.894305,183.714286,14.525722,210.996593,0.07899,19,0.49989,4.128345,10.961928,183.894305,7.863543,0.482651,1.436187,0.042761,0.061378,0.182639,153,159,166,172,172,178,178,185,185,191,191,191,198,210,223,50.082488,412568.5,5281450,33.62,31.91,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000931.lda",40330,412568.506,5281449.575,333.812988,301.274452
932,"10_65_TSHE",412552.912,5281453.012,304.03571,33.202953,19.921772,4.395871,4.395871,0,244,120,50,0.388,0.360667,270.411206,0,412552.702999929,5281453.0135,412552.765994,5281453.04467,-32767,33.17924,19.907545,4.395871,4.395871,0,244,120,50,0.388,0.271278,263.236894,0,412552.609994153,5281453.02617002,0.146005999995396,-0.0326699996367097,0.0930057762889192,-0.0126700177788734,0.1496164459908,0.0938648164842474,10,"T3",2021,10,"10_B_Alt-2_Poly",65,"TSHE",38.8,"Y",3.6,251,0,0,NA,NA,NA,NA,412551.835533128,5281452.86715464,33.3722268168757,27.4741964118936,1.07646687200759,0.144845359958708,1.0861680831397,0.930460872012191,0.177515359595418,0.947242913532731,0.0237130000000008,412552.656497041,5281453.01983501,0.453663328239394,412552.24,5281452.84,0,32.979735,18.725054,4.96615041873684,4.96615041873684,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000932.lda","trees_Clip_0000932",2600,2526,73,1,0,0,0,0,0,0,0,0,3,0.697879,0.142857,0.657143,0.431837,0.941629,0.790009,1.608207,5.562544,0.487141,0.366486,0.388637,0.697879,0.336256,0.100874,0.05239,0.481826,0.299991,0.155804,0.006989,0.03598,0.078979,0.15799,0.195984,0.248691,0.387598,0.531494,0.704382,0.868283,0.985992,1.092383,1.346106,2.256082,2.883036,0.232626,0.958491,1.193449,140,249,182.270385,176.333333,15.155839,229.699469,0.08315,19,0.458512,3.665738,11.926436,182.270385,8.344316,0.565987,1.256531,0.04578,0.067829,0.150585,153,159,166,172,172,172,178,178,185,191,191,191,198,210,223,23.198595,412552.5,5281453,19.37,31.95,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000932.lda",28067,412552.24,5281452.84,337.238007,304.258272
995,"10_60_TSHE",412549.337,5281455.582,305.099502,32.333861,19.400316,4.86768,4.86768,0,244,120,50,0.449,0.264178,178.078044,0,412549.341999993,5281455.43300021,412549.146494,5281455.80517,-32767,32.274983,19.36499,4.86768,4.86768,0,244,120,50,0.449,0.595262,165.756539,0,412549.228994044,5281455.48016984,0.190506000013556,-0.223169999197125,0.113005949533544,-0.0471696285530925,0.29342355832961,0.122455373454229,10,"T3",2021,10,"10_B_Alt-2_Poly",60,"TSHE",44.9,"Y",7.3,281,0,0,NA,NA,NA,NA,412548.073521561,5281455.43210567,36.6872835790973,30.4229987146247,1.26347843901021,0.149894330650568,1.27233882130699,1.07297243899666,0.373064329847693,1.13597836645384,0.058878,412549.285497018,5281455.45658502,0.319094471194917,412549.602,5281455.416,0,32.376341,19.810493,5.51637789851007,5.51637789851007,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000995.lda","trees_Clip_0000995",3162,3012,150,0,0,0,0,0,0,0,0,0,3,0.881891,0.047619,0.698394,0.487754,0.791927,0.977249,0.854692,2.846401,0.57004,0.450012,0.661365,0.881891,0.385768,0.082998,0.029162,0.437433,0.215151,0.075595,0.010986,0.056976,0.122986,0.247986,0.314491,0.386288,0.536987,0.708984,0.902582,1.138684,1.29174,1.47699,2.017975,2.274994,2.668773,0.293964,1.12487,1.313655,134,242,184.623023,183.714286,15.294418,233.919217,0.082841,19,0.399429,3.217495,11.852782,184.623023,8.470476,0.64691,1.2289,0.04588,0.076372,0.14508,153,159,166,172,172,178,178,185,185,191,191,198,204,217,223,31.986187,412549.5,5281455.5,23.9,31.75,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000995.lda",32109,412549.602,5281455.416,337.433014,305.056673
996,"10_63_PSME",412555.2725,5281456.958,304.860452,32.483622,19.490174,4.591966,4.591966,0,244,120,50,0.432,0.462878,284.115674,0,412555.017999758,5281457.02200006,412555.147494,5281456.995669,-32767,32.497503,19.498502,4.591966,4.591966,0,244,120,50,0.432,0.352611,291.562013,0,412554.961494008,5281457.069169,0.125006000045687,-0.0376690002158284,0.0565057496423833,-0.0471689337864518,0.130558238440484,0.073605761032669,10,"T3",2021,10,"10_B_Alt-2_Poly",63,"PSME",43.2,"Y",2.6,337,0,0,NA,NA,NA,NA,412554.223499066,5281456.43251262,33.1773058422881,28.6997883376185,1.0490009339992,0.525487379170954,1.17326039104674,0.923994933953509,0.563156379386783,1.08208675512446,0.0138810000000049,412554.989746883,5281457.04558453,0.0368031056539584,412555.018,5281457.022,0,32.45174,20.813107,5.15485298516096,5.15485298516096,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0000996.lda","trees_Clip_0000996",3379,3202,176,1,0,0,0,0,0,0,0,0,3,0.906273,0.333333,0.658834,0.434062,0.72697,1.009979,0.711176,2.64581,0.550812,0.441986,0.410685,0.906273,0.368506,0.065873,0.020282,0.406617,0.178756,0.055038,0.014793,0.080896,0.158997,0.315607,0.372009,0.429993,0.570209,0.744019,0.940808,1.228601,1.381989,1.554993,1.8836,2.110214,2.63799,0.302091,1.120386,1.286136,140,242,181.970405,177.238095,14.394376,207.198058,0.079103,19,0.755665,4.206196,10.905153,181.970405,7.738253,0.944894,1.515256,0.042525,0.122107,0.195814,153,159,166,172,172,172,178,178,185,185,191,191,204,210,223,33.29617,412555,5281457,20.87,31.8,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0000996.lda",27110,412555.018,5281457.022,337.339996,304.888256
1292,"10_19_PSME",412560.0435,5281469.229,308.769504,31.856364,19.113818,4.358586,4.358586,0,244,120,50,0.398,0.454214,183.746162,0,412560.026999998,5281468.97699997,412559.971494,5281469.22467,-32767,31.878081,19.126849,4.358586,4.358586,0,244,120,50,0.398,0.360374,180.285762,0,412559.970494,5281469.02416984,0.0720060000312515,0.00432999990880489,0.0565059987129644,-0.0471698697656393,0.0721360723889985,0.0736065520470624,10,"T3",2021,10,"10_B_Alt-2_Poly",19,"PSME",39.8,"Y",15.7,16,0,0,NA,NA,NA,NA,412559.566906486,5281469.13100863,31.2567598436474,27.2411651820171,0.476593514031265,0.0979913705959916,0.486563137041793,0.404587514000013,0.0936613706871867,0.415287260632582,0.0217170000000024,412559.998746999,5281469.00058491,0.0368032588177615,412560.027,5281468.977,0,31.790516,15.353395,5.57378191998377,5.57378191998377,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0001292.lda","trees_Clip_0001292",2678,2624,54,0,0,0,0,0,0,0,0,0,3,0.973174,0.714286,0.647635,0.419431,0.665487,0.972488,0.591441,2.444483,0.551716,0.485504,0.45629,0.973174,0.364297,0.054277,0.021262,0.374339,0.14899,0.058365,0.026521,0.106995,0.210999,0.381989,0.45549,0.544177,0.695783,0.776489,0.980182,1.360992,1.427979,1.56759,1.923981,2.084286,2.538218,0.324391,1.168906,1.321218,147,249,188.486557,190.714286,13.052565,170.369449,0.069249,20,0.449644,4.726825,9.621711,188.486557,6.953937,0.280057,1.483044,0.036894,0.040273,0.213267,159,166,172,178,178,185,185,191,191,191,198,198,204,204.899414,230,37.295455,412560,5281469,24.4,30.88,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0001292.lda",33645,412560.027,5281468.977,340.618011,308.827495
1520,"10_58_PSME",412553.262,5281450.421,303.277688,30.878908,18.527345,3.854258,3.854258,0,244,120,50,0.33,0.174545,226.292167,0,412553.194000165,5281450.35600016,412553.196494,5281450.438169,-32767,30.890457,18.534275,3.854258,3.854258,0,244,120,50,0.33,0.12724,239.32272,0,412553.13749413,5281450.40316908,0.0655060000135563,-0.0171689996495843,0.0565060352091677,-0.0471689188852906,0.0677186132960759,0.0736059707079992,10,"T3",2021,10,"10_B_Alt-2_Poly",58,"PSME",33,"Y",4.4,216,0,0,NA,NA,NA,NA,412552.65314489,5281450.47952523,27.1458993914897,24.0891134943288,0.608855110011064,-0.0585252298042178,0.611661464790958,0.543349109997507,-0.0413562301546335,0.544920721855653,0.0115490000000023,412553.165747148,5281450.37958462,0.0368029603633756,412553.194,5281450.356,0,30.744074,16.551056,5.0487875460944,5.0487875460944,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0001520.lda","trees_Clip_0001520",4535,4180,352,3,0,0,0,0,0,0,0,0,3,1.046558,0.952381,0.632321,0.39983,0.604191,0.855988,0.515348,2.707854,0.508276,0.427979,0.42638,1.046558,0.356613,0.03773,0.036502,0.340749,0.105801,0.102356,0.019324,0.108978,0.252991,0.4698,0.554993,0.651978,0.832977,0.990997,1.153387,1.321991,1.41098,1.528992,2.037592,2.279586,2.564934,0.348853,1.222712,1.362903,140,242,183.346858,183.714286,14.146248,200.11632,0.077156,19,0.824765,4.319667,10.58531,183.346858,7.577886,1.026422,1.453823,0.041331,0.13545,0.191851,153,166,166,172,172,178,178,185,185,185,191,191,204,210,223,39.757117,412553.5,5281450,20.02,30.25,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0001520.lda",23859,412553.194,5281450.356,334.161011,303.416937
1589,"10_66_PSME",412556.255,5281453.9585,303.857112,31.049322,18.629594,4.344496,4.344496,0,244,120,50,0.396,0.05088,184.159642,0,412556.253000008,5281453.93100011,412556.336994,5281454.13917,-32767,31.023351,18.614011,4.344496,4.344496,0,244,120,50,0.396,0.394649,221.110254,0,412556.196494081,5281453.97817009,-0.0819940000073984,-0.180670000612736,0.0565059267682955,-0.0471699880436063,0.19840530526833,0.0736065726139856,10,"T3",2021,10,"10_B_Alt-2_Poly",66,"PSME",39.6,"Y",0,0,0,0,NA,NA,NA,NA,412555.2394,5281454.0392,31.1411562014031,27.1531011139694,1.01559999998426,-0.0807000007480383,1.01880118280691,1.09759399999166,0.0999699998646975,1.10213728259715,0.0259709999999984,412556.224747044,5281453.9545851,0.0368033480146724,412556.253,5281453.931,0,30.965949,20.176941,3.70823233942262,3.70823233942262,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0001589.lda","trees_Clip_0001589",3925,3550,373,2,0,0,0,0,0,0,0,0,3,0.93727,0.380952,0.62975,0.396584,0.671897,0.917999,0.699551,2.853593,0.513661,0.432983,0.441039,0.93727,0.352592,0.054981,0.030373,0.37619,0.155934,0.086142,0.02298,0.090198,0.191986,0.375,0.441986,0.511188,0.664606,0.821991,0.993384,1.233807,1.359985,1.480383,1.844196,2.1896,2.563036,0.312423,1.129141,1.283191,147,249,182.988535,177.761905,13.514108,182.631112,0.073852,19,0.680712,4.299311,10.329019,182.988535,7.29764,0.76709,1.319943,0.03988,0.105115,0.180873,153,166,166,172,172,178,178,185,185,185,191,191,198,210,223,35.510413,412556.5,5281453.5,10.8,30.03,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0001589.lda",13966,412556.253,5281453.931,334.906006,303.940057
1593,"10_17_PSME",412554.411,5281470.776,309.521022,30.995112,18.597067,4.598661,4.598661,0,244,120,50,0.433,0.471746,87.754257,0,412554.666000017,5281470.786,412554.375602,5281470.83317,-32767,30.991261,18.594756,4.598661,4.598661,0,244,120,50,0.433,0.432417,90,0,412554.609493938,5281470.83317,0.0353980000363663,-0.0571700008586049,0.0565060793305747,-0.0471699982881546,0.0672415601004875,0.0736066962974002,10,"T3",2021,10,"10_B_Alt-2_Poly",17,"PSME",43.3,"Y",17,354,0,0,NA,NA,NA,NA,412553.462416124,5281470.94607222,33.2325555188787,28.7416307730709,0.948583876015618,-0.170072220265865,0.963709463449942,0.913185875979252,-0.11290221940726,0.92013876955331,0.00385099999999738,412554.637746977,5281470.809585,0.0368033363614768,412554.666,5281470.786,0,30.833173,19.390337,5.16225761380687,5.16225761380687,0,255,127,0,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\TreeTops_normalized\trees_Clip_0001593.lda","trees_Clip_0001593",4323,4101,219,3,0,0,0,0,0,0,0,0,3,0.924565,0.333333,0.655729,0.429981,0.70923,1.039505,0.56117,2.430534,0.554622,0.494995,0.473643,0.924565,0.370943,0.051852,0.014642,0.401207,0.139786,0.039472,0.013215,0.065979,0.145996,0.298981,0.368988,0.44259,0.606793,0.806976,1.03598,1.28299,1.408493,1.541187,1.885785,2.073877,2.583541,0.308188,1.133447,1.288836,147,249,185.025445,184.238095,13.252009,175.615734,0.071623,13,0.697502,4.449473,9.713053,185.025445,7.155425,0.663476,1.28196,0.038673,0.092723,0.179159,159,166,172,172,178,178,178,185,185,191,191,191,204,210,230,34.736166,412554.5,5281470.5,20.93,30.05,"H:\T3_DroneLidar\Ba\Plots 10,47\Processing\Trees\TAOpts\trees_Clip_0001593.lda",23153,412554.666,5281470.786,340.515015,309.681842
